id,name
16.0,Animation
35.0,Comedy
10751.0,Family
12.0,Adventure
14.0,Fantasy
10751.0,Family
10749.0,Romance
35.0,Comedy
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
28.0,Action
80.0,Crime
18.0,Drama
53.0,Thriller
35.0,Comedy
10749.0,Romance
28.0,Action
12.0,Adventure
18.0,Drama
10751.0,Family
28.0,Action
12.0,Adventure
53.0,Thriller
12.0,Adventure
28.0,Action
53.0,Thriller
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
27.0,Horror
10751.0,Family
16.0,Animation
12.0,Adventure
36.0,History
18.0,Drama
28.0,Action
12.0,Adventure
18.0,Drama
80.0,Crime
18.0,Drama
10749.0,Romance
80.0,Crime
35.0,Comedy
80.0,Crime
35.0,Comedy
12.0,Adventure
28.0,Action
35.0,Comedy
80.0,Crime
35.0,Comedy
53.0,Thriller
80.0,Crime
18.0,Drama
53.0,Thriller
28.0,Action
12.0,Adventure
80.0,Crime
53.0,Thriller
18.0,Drama
14.0,Fantasy
878.0,Science Fiction
53.0,Thriller
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
18.0,Drama
10751.0,Family
18.0,Drama
10749.0,Romance
14.0,Fantasy
878.0,Science Fiction
12.0,Adventure
18.0,Drama
80.0,Crime
18.0,Drama
80.0,Crime
878.0,Science Fiction
53.0,Thriller
9648.0,Mystery
10749.0,Romance
12.0,Adventure
14.0,Fantasy
18.0,Drama
35.0,Comedy
10751.0,Family
36.0,History
18.0,Drama
10749.0,Romance
18.0,Drama
12.0,Adventure
36.0,History
18.0,Drama
10751.0,Family
35.0,Comedy
10751.0,Family
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
18.0,Drama
10752.0,War
28.0,Action
80.0,Crime
18.0,Drama
36.0,History
18.0,Drama
10749.0,Romance
28.0,Action
14.0,Fantasy
14.0,Fantasy
18.0,Drama
35.0,Comedy
53.0,Thriller
18.0,Drama
10749.0,Romance
80.0,Crime
9648.0,Mystery
53.0,Thriller
12.0,Adventure
16.0,Animation
18.0,Drama
10751.0,Family
18.0,Drama
10749.0,Romance
18.0,Drama
80.0,Crime
53.0,Thriller
28.0,Action
53.0,Thriller
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
10769.0,Foreign
28.0,Action
12.0,Adventure
35.0,Comedy
10751.0,Family
18.0,Drama
,
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
53.0,Thriller
18.0,Drama
9648.0,Mystery
12.0,Adventure
10751.0,Family
14.0,Fantasy
18.0,Drama
53.0,Thriller
10402.0,Music
18.0,Drama
10751.0,Family
35.0,Comedy
35.0,Comedy
10749.0,Romance
35.0,Comedy
28.0,Action
878.0,Science Fiction
18.0,Drama
10751.0,Family
35.0,Comedy
10749.0,Romance
35.0,Comedy
27.0,Horror
28.0,Action
53.0,Thriller
80.0,Crime
28.0,Action
53.0,Thriller
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
36.0,History
18.0,Drama
10749.0,Romance
35.0,Comedy
10751.0,Family
27.0,Horror
878.0,Science Fiction
99.0,Documentary
18.0,Drama
53.0,Thriller
18.0,Drama
53.0,Thriller
10751.0,Family
18.0,Drama
18.0,Drama
80.0,Crime
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
,
18.0,Drama
10749.0,Romance
28.0,Action
18.0,Drama
12.0,Adventure
35.0,Comedy
10751.0,Family
35.0,Comedy
80.0,Crime
18.0,Drama
53.0,Thriller
18.0,Drama
18.0,Drama
27.0,Horror
53.0,Thriller
10749.0,Romance
35.0,Comedy
27.0,Horror
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
28.0,Action
12.0,Adventure
18.0,Drama
53.0,Thriller
35.0,Comedy
18.0,Drama
28.0,Action
12.0,Adventure
18.0,Drama
878.0,Science Fiction
53.0,Thriller
99.0,Documentary
18.0,Drama
53.0,Thriller
35.0,Comedy
80.0,Crime
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
9648.0,Mystery
878.0,Science Fiction
53.0,Thriller
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
10751.0,Family
28.0,Action
35.0,Comedy
10402.0,Music
10751.0,Family
12.0,Adventure
99.0,Documentary
80.0,Crime
28.0,Action
18.0,Drama
36.0,History
10752.0,War
80.0,Crime
18.0,Drama
80.0,Crime
28.0,Action
35.0,Comedy
53.0,Thriller
18.0,Drama
53.0,Thriller
18.0,Drama
35.0,Comedy
99.0,Documentary
18.0,Drama
10769.0,Foreign
35.0,Comedy
80.0,Crime
18.0,Drama
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
28.0,Action
12.0,Adventure
35.0,Comedy
18.0,Drama
10751.0,Family
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
10749.0,Romance
35.0,Comedy
10749.0,Romance
14.0,Fantasy
18.0,Drama
,
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
18.0,Drama
10749.0,Romance
10752.0,War
28.0,Action
53.0,Thriller
9648.0,Mystery
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
10402.0,Music
99.0,Documentary
35.0,Comedy
99.0,Documentary
35.0,Comedy
18.0,Drama
,
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
35.0,Comedy
18.0,Drama
10749.0,Romance
28.0,Action
35.0,Comedy
80.0,Crime
53.0,Thriller
28.0,Action
12.0,Adventure
18.0,Drama
10751.0,Family
18.0,Drama
80.0,Crime
10749.0,Romance
18.0,Drama
35.0,Comedy
80.0,Crime
35.0,Comedy
18.0,Drama
53.0,Thriller
18.0,Drama
12.0,Adventure
18.0,Drama
27.0,Horror
28.0,Action
80.0,Crime
14.0,Fantasy
18.0,Drama
10749.0,Romance
18.0,Drama
53.0,Thriller
35.0,Comedy
28.0,Action
35.0,Comedy
14.0,Fantasy
35.0,Comedy
10751.0,Family
9648.0,Mystery
80.0,Crime
18.0,Drama
28.0,Action
12.0,Adventure
18.0,Drama
9648.0,Mystery
878.0,Science Fiction
53.0,Thriller
28.0,Action
53.0,Thriller
18.0,Drama
99.0,Documentary
53.0,Thriller
28.0,Action
80.0,Crime
18.0,Drama
9648.0,Mystery
53.0,Thriller
28.0,Action
53.0,Thriller
28.0,Action
35.0,Comedy
80.0,Crime
18.0,Drama
18.0,Drama
80.0,Crime
28.0,Action
12.0,Adventure
18.0,Drama
10749.0,Romance
12.0,Adventure
28.0,Action
80.0,Crime
53.0,Thriller
18.0,Drama
35.0,Comedy
18.0,Drama
10749.0,Romance
12.0,Adventure
28.0,Action
18.0,Drama
878.0,Science Fiction
53.0,Thriller
878.0,Science Fiction
35.0,Comedy
18.0,Drama
18.0,Drama
80.0,Crime
18.0,Drama
35.0,Comedy
9648.0,Mystery
27.0,Horror
53.0,Thriller
35.0,Comedy
18.0,Drama
18.0,Drama
10751.0,Family
10749.0,Romance
10749.0,Romance
35.0,Comedy
28.0,Action
12.0,Adventure
878.0,Science Fiction
10751.0,Family
14.0,Fantasy
35.0,Comedy
18.0,Drama
10749.0,Romance
53.0,Thriller
10769.0,Foreign
27.0,Horror
53.0,Thriller
80.0,Crime
18.0,Drama
9648.0,Mystery
53.0,Thriller
28.0,Action
35.0,Comedy
35.0,Comedy
14.0,Fantasy
27.0,Horror
53.0,Thriller
14.0,Fantasy
35.0,Comedy
18.0,Drama
18.0,Drama
18.0,Drama
36.0,History
10749.0,Romance
99.0,Documentary
18.0,Drama
35.0,Comedy
18.0,Drama
35.0,Comedy
878.0,Science Fiction
27.0,Horror
28.0,Action
18.0,Drama
80.0,Crime
18.0,Drama
878.0,Science Fiction
53.0,Thriller
18.0,Drama
10749.0,Romance
53.0,Thriller
18.0,Drama
14.0,Fantasy
18.0,Drama
10749.0,Romance
35.0,Comedy
28.0,Action
53.0,Thriller
35.0,Comedy
18.0,Drama
10751.0,Family
99.0,Documentary
18.0,Drama
10749.0,Romance
12.0,Adventure
28.0,Action
18.0,Drama
28.0,Action
37.0,Western
18.0,Drama
12.0,Adventure
28.0,Action
35.0,Comedy
80.0,Crime
10751.0,Family
18.0,Drama
18.0,Drama
10752.0,War
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
53.0,Thriller
35.0,Comedy
18.0,Drama
18.0,Drama
10751.0,Family
53.0,Thriller
18.0,Drama
27.0,Horror
9648.0,Mystery
18.0,Drama
10751.0,Family
10749.0,Romance
35.0,Comedy
10749.0,Romance
18.0,Drama
35.0,Comedy
18.0,Drama
53.0,Thriller
80.0,Crime
9648.0,Mystery
10749.0,Romance
53.0,Thriller
28.0,Action
12.0,Adventure
53.0,Thriller
80.0,Crime
35.0,Comedy
14.0,Fantasy
18.0,Drama
53.0,Thriller
9648.0,Mystery
80.0,Crime
18.0,Drama
9648.0,Mystery
35.0,Comedy
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
9648.0,Mystery
53.0,Thriller
35.0,Comedy
80.0,Crime
10749.0,Romance
35.0,Comedy
18.0,Drama
36.0,History
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
28.0,Action
12.0,Adventure
18.0,Drama
10751.0,Family
10749.0,Romance
16.0,Animation
10751.0,Family
35.0,Comedy
12.0,Adventure
18.0,Drama
53.0,Thriller
18.0,Drama
10751.0,Family
14.0,Fantasy
36.0,History
18.0,Drama
18.0,Drama
10751.0,Family
14.0,Fantasy
14.0,Fantasy
16.0,Animation
878.0,Science Fiction
10751.0,Family
18.0,Drama
28.0,Action
53.0,Thriller
80.0,Crime
99.0,Documentary
18.0,Drama
14.0,Fantasy
35.0,Comedy
10751.0,Family
18.0,Drama
10402.0,Music
10749.0,Romance
35.0,Comedy
10751.0,Family
18.0,Drama
28.0,Action
53.0,Thriller
35.0,Comedy
18.0,Drama
10749.0,Romance
27.0,Horror
10749.0,Romance
18.0,Drama
10749.0,Romance
35.0,Comedy
80.0,Crime
35.0,Comedy
10751.0,Family
10749.0,Romance
28.0,Action
18.0,Drama
9648.0,Mystery
53.0,Thriller
12.0,Adventure
14.0,Fantasy
35.0,Comedy
878.0,Science Fiction
10751.0,Family
28.0,Action
80.0,Crime
18.0,Drama
53.0,Thriller
12.0,Adventure
28.0,Action
878.0,Science Fiction
18.0,Drama
10749.0,Romance
18.0,Drama
10751.0,Family
14.0,Fantasy
18.0,Drama
80.0,Crime
18.0,Drama
18.0,Drama
10749.0,Romance
12.0,Adventure
18.0,Drama
10749.0,Romance
10752.0,War
12.0,Adventure
35.0,Comedy
10751.0,Family
28.0,Action
18.0,Drama
80.0,Crime
18.0,Drama
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
18.0,Drama
36.0,History
18.0,Drama
27.0,Horror
878.0,Science Fiction
10749.0,Romance
28.0,Action
35.0,Comedy
10751.0,Family
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
10749.0,Romance
14.0,Fantasy
18.0,Drama
10751.0,Family
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
80.0,Crime
18.0,Drama
18.0,Drama
35.0,Comedy
18.0,Drama
53.0,Thriller
80.0,Crime
18.0,Drama
28.0,Action
53.0,Thriller
80.0,Crime
18.0,Drama
27.0,Horror
878.0,Science Fiction
28.0,Action
53.0,Thriller
18.0,Drama
10749.0,Romance
80.0,Crime
53.0,Thriller
18.0,Drama
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
18.0,Drama
10749.0,Romance
53.0,Thriller
28.0,Action
18.0,Drama
878.0,Science Fiction
53.0,Thriller
53.0,Thriller
80.0,Crime
18.0,Drama
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
53.0,Thriller
80.0,Crime
18.0,Drama
35.0,Comedy
18.0,Drama
18.0,Drama
10749.0,Romance
36.0,History
18.0,Drama
18.0,Drama
36.0,History
18.0,Drama
36.0,History
28.0,Action
37.0,Western
18.0,Drama
35.0,Comedy
18.0,Drama
35.0,Comedy
18.0,Drama
9648.0,Mystery
10749.0,Romance
18.0,Drama
10402.0,Music
9648.0,Mystery
35.0,Comedy
18.0,Drama
9648.0,Mystery
18.0,Drama
35.0,Comedy
10751.0,Family
10770.0,TV Movie
27.0,Horror
18.0,Drama
35.0,Comedy
18.0,Drama
16.0,Animation
18.0,Drama
10751.0,Family
14.0,Fantasy
28.0,Action
53.0,Thriller
28.0,Action
12.0,Adventure
878.0,Science Fiction
14.0,Fantasy
18.0,Drama
35.0,Comedy
10751.0,Family
18.0,Drama
80.0,Crime
80.0,Crime
53.0,Thriller
18.0,Drama
53.0,Thriller
35.0,Comedy
18.0,Drama
80.0,Crime
35.0,Comedy
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
10752.0,War
28.0,Action
35.0,Comedy
14.0,Fantasy
878.0,Science Fiction
27.0,Horror
35.0,Comedy
53.0,Thriller
878.0,Science Fiction
28.0,Action
12.0,Adventure
53.0,Thriller
80.0,Crime
27.0,Horror
53.0,Thriller
18.0,Drama
10749.0,Romance
53.0,Thriller
27.0,Horror
878.0,Science Fiction
35.0,Comedy
18.0,Drama
10749.0,Romance
53.0,Thriller
80.0,Crime
18.0,Drama
10752.0,War
10749.0,Romance
18.0,Drama
28.0,Action
80.0,Crime
878.0,Science Fiction
53.0,Thriller
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
10751.0,Family
35.0,Comedy
9648.0,Mystery
18.0,Drama
35.0,Comedy
18.0,Drama
10402.0,Music
53.0,Thriller
18.0,Drama
10749.0,Romance
28.0,Action
35.0,Comedy
53.0,Thriller
28.0,Action
18.0,Drama
53.0,Thriller
18.0,Drama
53.0,Thriller
80.0,Crime
9648.0,Mystery
35.0,Comedy
18.0,Drama
10751.0,Family
10749.0,Romance
35.0,Comedy
18.0,Drama
14.0,Fantasy
28.0,Action
53.0,Thriller
18.0,Drama
14.0,Fantasy
35.0,Comedy
10751.0,Family
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
10749.0,Romance
18.0,Drama
80.0,Crime
35.0,Comedy
18.0,Drama
10749.0,Romance
28.0,Action
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
10749.0,Romance
12.0,Adventure
18.0,Drama
10751.0,Family
99.0,Documentary
10769.0,Foreign
10751.0,Family
16.0,Animation
18.0,Drama
18.0,Drama
36.0,History
27.0,Horror
53.0,Thriller
9648.0,Mystery
14.0,Fantasy
10749.0,Romance
35.0,Comedy
80.0,Crime
14.0,Fantasy
28.0,Action
12.0,Adventure
35.0,Comedy
18.0,Drama
37.0,Western
18.0,Drama
35.0,Comedy
80.0,Crime
35.0,Comedy
18.0,Drama
18.0,Drama
80.0,Crime
18.0,Drama
53.0,Thriller
35.0,Comedy
10751.0,Family
18.0,Drama
28.0,Action
12.0,Adventure
80.0,Crime
53.0,Thriller
28.0,Action
12.0,Adventure
80.0,Crime
35.0,Comedy
10749.0,Romance
53.0,Thriller
878.0,Science Fiction
28.0,Action
80.0,Crime
28.0,Action
53.0,Thriller
18.0,Drama
10749.0,Romance
14.0,Fantasy
18.0,Drama
28.0,Action
37.0,Western
28.0,Action
80.0,Crime
10749.0,Romance
53.0,Thriller
35.0,Comedy
18.0,Drama
35.0,Comedy
18.0,Drama
28.0,Action
35.0,Comedy
80.0,Crime
18.0,Drama
18.0,Drama
28.0,Action
80.0,Crime
80.0,Crime
18.0,Drama
10749.0,Romance
16.0,Animation
878.0,Science Fiction
28.0,Action
12.0,Adventure
53.0,Thriller
28.0,Action
35.0,Comedy
,
28.0,Action
12.0,Adventure
80.0,Crime
18.0,Drama
53.0,Thriller
27.0,Horror
53.0,Thriller
99.0,Documentary
10749.0,Romance
12.0,Adventure
80.0,Crime
18.0,Drama
53.0,Thriller
18.0,Drama
28.0,Action
53.0,Thriller
35.0,Comedy
,
99.0,Documentary
28.0,Action
14.0,Fantasy
878.0,Science Fiction
,
27.0,Horror
9648.0,Mystery
53.0,Thriller
18.0,Drama
10749.0,Romance
80.0,Crime
18.0,Drama
35.0,Comedy
10751.0,Family
14.0,Fantasy
35.0,Comedy
18.0,Drama
10749.0,Romance
35.0,Comedy
80.0,Crime
10402.0,Music
35.0,Comedy
10751.0,Family
28.0,Action
35.0,Comedy
28.0,Action
12.0,Adventure
35.0,Comedy
18.0,Drama
37.0,Western
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
14.0,Fantasy
35.0,Comedy
28.0,Action
35.0,Comedy
80.0,Crime
28.0,Action
12.0,Adventure
18.0,Drama
10751.0,Family
9648.0,Mystery
80.0,Crime
18.0,Drama
53.0,Thriller
18.0,Drama
28.0,Action
53.0,Thriller
18.0,Drama
18.0,Drama
10749.0,Romance
27.0,Horror
878.0,Science Fiction
53.0,Thriller
18.0,Drama
10749.0,Romance
18.0,Drama
80.0,Crime
35.0,Comedy
18.0,Drama
35.0,Comedy
28.0,Action
80.0,Crime
18.0,Drama
53.0,Thriller
28.0,Action
35.0,Comedy
18.0,Drama
37.0,Western
35.0,Comedy
53.0,Thriller
9648.0,Mystery
28.0,Action
12.0,Adventure
53.0,Thriller
35.0,Comedy
878.0,Science Fiction
10751.0,Family
18.0,Drama
9648.0,Mystery
10749.0,Romance
53.0,Thriller
28.0,Action
35.0,Comedy
10751.0,Family
37.0,Western
28.0,Action
35.0,Comedy
18.0,Drama
35.0,Comedy
35.0,Comedy
18.0,Drama
80.0,Crime
28.0,Action
878.0,Science Fiction
99.0,Documentary
37.0,Western
18.0,Drama
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
35.0,Comedy
35.0,Comedy
18.0,Drama
18.0,Drama
9648.0,Mystery
10749.0,Romance
35.0,Comedy
53.0,Thriller
9648.0,Mystery
10749.0,Romance
10769.0,Foreign
35.0,Comedy
10749.0,Romance
18.0,Drama
9648.0,Mystery
53.0,Thriller
10751.0,Family
12.0,Adventure
80.0,Crime
18.0,Drama
53.0,Thriller
12.0,Adventure
28.0,Action
53.0,Thriller
80.0,Crime
9648.0,Mystery
36.0,History
28.0,Action
18.0,Drama
37.0,Western
18.0,Drama
28.0,Action
53.0,Thriller
10751.0,Family
35.0,Comedy
80.0,Crime
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
18.0,Drama
53.0,Thriller
28.0,Action
12.0,Adventure
80.0,Crime
53.0,Thriller
36.0,History
10752.0,War
28.0,Action
18.0,Drama
28.0,Action
35.0,Comedy
10752.0,War
35.0,Comedy
18.0,Drama
35.0,Comedy
10749.0,Romance
10749.0,Romance
18.0,Drama
35.0,Comedy
35.0,Comedy
18.0,Drama
35.0,Comedy
18.0,Drama
35.0,Comedy
28.0,Action
18.0,Drama
53.0,Thriller
80.0,Crime
9648.0,Mystery
18.0,Drama
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
10402.0,Music
35.0,Comedy
28.0,Action
53.0,Thriller
80.0,Crime
12.0,Adventure
878.0,Science Fiction
53.0,Thriller
80.0,Crime
28.0,Action
80.0,Crime
18.0,Drama
53.0,Thriller
18.0,Drama
28.0,Action
12.0,Adventure
18.0,Drama
10751.0,Family
12.0,Adventure
14.0,Fantasy
28.0,Action
35.0,Comedy
10751.0,Family
35.0,Comedy
10751.0,Family
28.0,Action
35.0,Comedy
37.0,Western
18.0,Drama
10749.0,Romance
35.0,Comedy
18.0,Drama
80.0,Crime
18.0,Drama
35.0,Comedy
9648.0,Mystery
18.0,Drama
28.0,Action
80.0,Crime
28.0,Action
12.0,Adventure
18.0,Drama
53.0,Thriller
18.0,Drama
10749.0,Romance
53.0,Thriller
35.0,Comedy
18.0,Drama
10749.0,Romance
18.0,Drama
35.0,Comedy
10749.0,Romance
18.0,Drama
10749.0,Romance
35.0,Comedy
10749.0,Romance
35.0,Comedy
18.0,Drama
10751.0,Family
35.0,Comedy
18.0,Drama
12.0,Adventure
35.0,Comedy
18.0,Drama
28.0,Action
18.0,Drama
878.0,Science Fiction
53.0,Thriller
35.0,Comedy
18.0,Drama
10751.0,Family
14.0,Fantasy
878.0,Science Fiction
10749.0,Romance
18.0,Drama
14.0,Fantasy
80.0,Crime
18.0,Drama
53.0,Thriller
18.0,Drama
18.0,Drama
10749.0,Romance
18.0,Drama
10749.0,Romance
18.0,Drama
27.0,Horror
878.0,Science Fiction
53.0,Thriller
35.0,Comedy
80.0,Crime
18.0,Drama
10402.0,Music
9648.0,Mystery
10749.0,Romance
35.0,Comedy
